	input_form	input_syll	input_des	output_form	output_syll	output_des	input_index	output_index	change_sequences
8932	dimensiune	di.men.si.'u.ne	e	dimensiuni	di.men.si.'uni	i	105288	105291	^/^ d/d i/i m/m e/e n/n s/s i/i 'u/'u n/n $/$
8933	nomocanon	no.mo.ca.n'on		nomocanoane	no.mo.ca.no'a.ne	e	201446	201443	^/^ n/n o/o m/m o/o c/c a/a n/n 'o/o'a n/n $/$
8934	efectuare	e.fec.tu.'a.re	e	efectuări	e.fec.tu.'ări	i	113657	113704	^/^ e/e f/f e/e c/c t/t u/u 'a/'ă r/r $/$
8935	mănunchiuleț	mă.nun.chiu.l'eț		mănunchiulețe	mă.nun.chiu.l'e.țe	e	169233	169234	^/^ m/m ă/ă n/n u/u n/n c/c h/h i/i u/u l/l 'e/'e ț/ț $/$
8936	șopârlă	șo.p'âr.lă	ă	șopârle	șo.p'âr.le	e	2024	2018	^/^ ș/ș o/o p/p 'â/'â r/r l/l $/$
8937	coșciug	coș.ci'ug		coșciuge	coș.ci'u.ge	e	68449	68450	^/^ c/c o/o ș/ș c/c i/i 'u/'u g/g $/$
8938	decorațiune	de.co.ra.ți.'u.ne	e	decorațiuni	de.co.ra.ți.'uni	i	92029	92032	^/^ d/d e/e c/c o/o r/r a/a ț/ț i/i 'u/'u n/n $/$
8939	militar	mi.li.t'ar		militari	mi.li.t'ari	i	177626	177641	^/^ m/m i/i l/l i/i t/t 'a/'a r/r $/$
8940	crug	cr'ug		cruguri	cr'u.guri	uri	84479	84482	^/^ c/c r/r 'u/'u g/g $/$
8941	popâlnic	po.p'âl.nic		popâlnici	po.p'âl.nici	i	224804	224805	^/^ p/p o/o p/p 'â/'â l/l n/n i/i c/c $/$
8942	schi	sch'i		schiuri	sch'i.uri	uri	262900	263218	^/^ s/s c/c h/h 'i/'i $/$
8943	zmeură	zm'e.u.ră	ă	zmeure	zm'e.u.re	e	312979	312974	^/^ z/z m/m 'e/'e u/u r/r $/$
8944	funambul	fu.nam.b'ul		funambuli	fu.nam.b'uli	i	132841	132842	^/^ f/f u/u n/n a/a m/m b/b 'u/'u l/l $/$
8945	lipidă	li.p'i.dă	ă	lipide	li.p'i.de	e	166647	166642	^/^ l/l i/i p/p 'i/'i d/d $/$
8946	dezrădăcinare	dez.ră.dă.ci.n'a.re	e	dezrădăcinări	dez.ră.dă.ci.n'ări	i	103893	103896	^/^ d/d e/e z/z r/r ă/ă d/d ă/ă c/c i/i n/n 'a/'ă r/r $/$
8947	râvnă	r'âv.nă	ă	râvne	r'âv.ne	e	259325	259327	^/^ r/r 'â/'â v/v n/n $/$
8948	corigentă	co.ri.g'en.tă	ă	corigente	co.ri.g'en.te	e	81109	81100	^/^ c/c o/o r/r i/i g/g 'e/'e n/n t/t $/$
8949	nucă	n'u.că	ă	nuci	n'uci	i	202199	202211	^/^ n/n 'u/'u c/c $/$
8950	trimisă	tri.m'i.să	ă	trimise	tri.m'i.se	e	296433	296402	^/^ t/t r/r i/i m/m 'i/'i s/s $/$
8951	haitian	ha.i.ti.'an		haitieni	ha.i.ti.'eni	i	141249	141260	^/^ h/h a/a i/i t/t i/i 'a/'e n/n $/$
8952	moră	m'o.ră	ă	more	m'o.re	e	182026	182135	^/^ m/m 'o/'o r/r $/$
8953	biologie	bi.o.lo.g'i.e	e	biologii	bi.o.lo.g'ii	i	48416	48419	^/^ b/b i/i o/o l/l o/o g/g 'i/'i $/$
8954	berărie	be.ră.r'i.e	e	berării	be.ră.r'ii	i	47192	47194	^/^ b/b e/e r/r ă/ă r/r 'i/'i $/$
8955	semideșert	se.mi.de.ș'ert		semideșerturi	se.mi.de.ș'er.turi	uri	266416	266420	^/^ s/s e/e m/m i/i d/d e/e ș/ș 'e/'e r/r t/t $/$
8956	reapariție	re.a.pa.r'i.ți.e	e	reapariții	re.a.pa.r'i.ții	i	244200	244202	^/^ r/r e/e a/a p/p a/a r/r 'i/'i ț/ț i/i $/$
8957	rulment	rul.m'ent		rulmenți	rul.m'enți	i	258654	258657	^/^ r/r u/u l/l m/m 'e/'e n/n t/ț $/$
8958	marocană	ma.ro.c'a.nă	ă	marocane	ma.ro.c'a.ne	e	172833	172821	^/^ m/m a/a r/r o/o c/c 'a/'a n/n $/$
8959	înjosire	în.jo.s'i.re	e	înjosiri	în.jo.s'iri	i	324665	324667	^/^ î/î n/n j/j o/o s/s 'i/'i r/r $/$
8960	gală	g'a.lă	ă	gale	g'a.le	e	134474	134556	^/^ g/g 'a/'a l/l $/$
8961	bageacă	ba.ge'a.că	ă	bageci	ba.g'eci	i	45131	45132	^/^ b/b a/a g/g e'a/'e c/c $/$
8962	munte	m'un.te	e	munți	m'unți	i	183760	183620	^/^ m/m 'u/'u n/n t/ț $/$
8963	munte	m'un.te	e	munții	m'un.ții	i	183760	183621	^/^ m/m 'u/'u n/n t/ț 0/i $/$
8964	florentină	flo.ren.t'i.nă	ă	florentine	flo.ren.t'i.ne	e	128667	128655	^/^ f/f l/l o/o r/r e/e n/n t/t 'i/'i n/n $/$
8965	precipitare	pre.ci.pi.t'a.re	e	precipitări	pre.ci.pi.t'ări	i	227609	227654	^/^ p/p r/r e/e c/c i/i p/p i/i t/t 'a/'ă r/r $/$
8966	aliniat	a.li.ni.'at		aliniați	a.li.ni.'ați	i	26872	26897	^/^ a/a l/l i/i n/n i/i 'a/'a t/ț $/$
8967	turbosuflantă	tur.bo.su.fl'an.tă	ă	turbosuflante	tur.bo.su.fl'an.te	e	298138	298132	^/^ t/t u/u r/r b/b o/o s/s u/u f/f l/l 'a/'a n/n t/t $/$
8968	protopopie	pro.to.po.p'i.e	e	protopopii	pro.to.po.p'ii	i	235784	235787	^/^ p/p r/r o/o t/t o/o p/p o/o p/p 'i/'i $/$
8969	talcșist	tal.cș'ist		talcșisturi	tal.cș'is.turi	uri	287697	287700	^/^ t/t a/a l/l c/c ș/ș 'i/'i s/s t/t $/$
8970	discipol	dis.c'i.pol		discipoli	dis.c'i.poli	i	106028	106029	^/^ d/d i/i s/s c/c 'i/'i p/p o/o l/l $/$
8971	reper	re.p'er		repere	re.p'e.re	e	251154	251232	^/^ r/r e/e p/p 'e/'e r/r $/$
8972	aspirat	as.pi.r'at		aspirați	as.pi.r'ați	i	38537	38498	^/^ a/a s/s p/p i/i r/r 'a/'a t/ț $/$
8973	tonus	t'o.nus		tonusuri	t'o.nu.suri	uri	292612	292615	^/^ t/t 'o/'o n/n u/u s/s $/$
8974	trening	tr'e.ning		treninguri	tr'e.nin.guri	uri	295854	295857	^/^ t/t r/r 'e/'e n/n i/i n/n g/g $/$
8975	recurgere	re.c'ur.ge.re	e	recurgeri	re.c'ur.geri	i	246253	246255	^/^ r/r e/e c/c 'u/'u r/r g/g e/e r/r $/$
8976	controlare	con.tro.l'a.re	e	controlări	con.tro.l'ări	i	79244	79218	^/^ c/c o/o n/n t/t r/r o/o l/l 'a/'ă r/r $/$
8977	încifrare	în.ci.fr'a.re	e	încifrări	în.ci.fr'ări	i	318897	318899	^/^ î/î n/n c/c i/i f/f r/r 'a/'ă r/r $/$
8978	depozit	de.p'o.zit		depozite	de.p'o.zi.te	e	96338	96395	^/^ d/d e/e p/p 'o/'o z/z i/i t/t $/$
8979	limax	li.m'ax		limacși	li.m'acși	i	166025	166013	^/^ l/l i/i m/m 'a/'a x/c 0/ș $/$
8980	mânușiță	mâ.nu.ș'i.ță	ă	mânușițe	mâ.nu.ș'i.țe	e	185343	185338	^/^ m/m â/â n/n u/u ș/ș 'i/'i ț/ț $/$
8981	activ	ac.t'iv		active	ac.t'i.ve	e	20738	20788	^/^ a/a c/c t/t 'i/'i v/v $/$
8982	activ	ac.t'iv		activuri	ac.t'i.vuri	uri	20738	20824	^/^ a/a c/c t/t 'i/'i v/v $/$
8983	accelerare	ac.ce.le.r'a.re	e	accelerări	ac.ce.le.r'ări	i	19331	19321	^/^ a/a c/c c/c e/e l/l e/e r/r 'a/'ă r/r $/$
8984	botoșăneancă	bo.to.șă.ne'an.că	ă	botoșănence	bo.to.șă.n'en.ce	e	51134	51138	^/^ b/b o/o t/t o/o ș/ș ă/ă n/n e'a/'e n/n c/c $/$
8985	neaoșism	nea.o.ș'ism		neaoșisme	nea.o.ș'is.me	e	187735	187736	^/^ n/n ea/ea o/o ș/ș 'i/'i s/s m/m $/$
8986	șerif	șe.r'if		șerifi	șe.r'ifi	i	819	820	^/^ ș/ș e/e r/r 'i/'i f/f $/$
8987	gamă	g'a.mă	ă	game	g'a.me	e	134721	134710	^/^ g/g 'a/'a m/m $/$
8988	siluetă	si.lu.'e.tă	ă	siluete	si.lu.'e.te	e	269460	269454	^/^ s/s i/i l/l u/u 'e/'e t/t $/$
8989	dumbravă	dum.br'a.vă	ă	dumbrăvi	dum.br'ăvi	i	111645	111659	^/^ d/d u/u m/m b/b r/r 'a/'ă v/v $/$
8990	analitică	a.na.l'i.ti.că	ă	analitice	a.na.l'i.ti.ce	e	30014	30001	^/^ a/a n/n a/a l/l 'i/'i t/t i/i c/c $/$
8991	unită	u.n'i.tă	ă	unite	u.n'i.te	e	301261	301250	^/^ u/u n/n 'i/'i t/t $/$
8992	laringectomie	la.rin.gec.to.m'i.e	e	laringectomii	la.rin.gec.to.m'ii	i	163718	163720	^/^ l/l a/a r/r i/i n/n g/g e/e c/c t/t o/o m/m 'i/'i $/$
8993	cotizație	co.ti.z'a.ți.e	e	cotizații	co.ti.z'a.ții	i	82058	82060	^/^ c/c o/o t/t i/i z/z 'a/'a ț/ț i/i $/$
8994	trudnicie	trud.ni.c'i.e	e	trudnicii	trud.ni.c'ii	i	297142	297145	^/^ t/t r/r u/u d/d n/n i/i c/c 'i/'i $/$
8995	mantă	m'an.tă	ă	mante	m'an.te	e	172066	172039	^/^ m/m 'a/'a n/n t/t $/$
8996	fotomodel	fo.to.mo.d'el		fotomodele	fo.to.mo.d'e.le	e	130646	130647	^/^ f/f o/o t/t o/o m/m o/o d/d 'e/'e l/l $/$
8997	minitelevizor	mi.ni.te.le.vi.z'or		minitelevizoare	mi.ni.te.le.vi.zo'a.re	e	178363	178360	^/^ m/m i/i n/n i/i t/t e/e l/l e/e v/v i/i z/z 'o/o'a r/r $/$
8998	inexactitate	i.ne.xac.ti.t'a.te	e	inexactități	i.ne.xac.ti.t'ăți	i	150970	150972	^/^ i/i n/n e/e x/x a/a c/c t/t i/i t/t 'a/'ă t/ț $/$
8999	piezoelectricitate	pie.zo.e.lec.tri.ci.t'a.te	e	piezoelectricități	pie.zo.e.lec.tri.ci.t'ăți	i	219394	219397	^/^ p/p i/i e/e z/z o/o e/e l/l e/e c/c t/t r/r i/i c/c i/i t/t 'a/'ă t/ț $/$
9000	indice	'in.di.ce	e	indici	'in.dici	i	150114	150120	^/^ 'i/'i n/n d/d i/i c/c $/$
9001	considerent	con.si.de.r'ent		considerente	con.si.de.r'en.te	e	76306	76307	^/^ c/c o/o n/n s/s i/i d/d e/e r/r 'e/'e n/n t/t $/$
9002	numărătoare	nu.mă.ră.to'a.re	e	numărători	nu.mă.ră.t'ori	i	202325	202328	^/^ n/n u/u m/m ă/ă r/r ă/ă t/t o'a/'o r/r $/$
9003	bastion	bas.ti.'on		bastioane	bas.ti.o'a.ne	e	46285	46282	^/^ b/b a/a s/s t/t i/i 'o/o'a n/n $/$
9004	front	fr'ont		fronturi	fr'on.turi	uri	131973	132025	^/^ f/f r/r 'o/'o n/n t/t $/$
9005	lighean	li.ghe'an		ligheane	li.ghe'a.ne	e	165968	165969	^/^ l/l i/i g/g h/h e'a/e'a n/n $/$
9006	lighean	li.ghe'an		lighene	li.gh'e.ne	e	165968	165974	^/^ l/l i/i g/g h/h e'a/'e n/n $/$
9007	mâțucă	mâ.ț'u.că	ă	mâțuci	mâ.ț'uci	i	184686	184678	^/^ m/m â/â ț/ț 'u/'u c/c $/$
9008	politician	po.li.ti.ci.'an		politicieni	po.li.ti.ci.'eni	i	223754	223781	^/^ p/p o/o l/l i/i t/t i/i c/c i/i 'a/'e n/n $/$
9009	golănie	go.lă.n'i.e	e	golănii	go.lă.n'ii	i	137715	137717	^/^ g/g o/o l/l ă/ă n/n 'i/'i $/$
9010	capră	c'a.pră	ă	capre	c'a.pre	e	58621	58565	^/^ c/c 'a/'a p/p r/r $/$
9011	ciolan	cio.l'an		ciolane	cio.l'a.ne	e	65480	65481	^/^ c/c i/i o/o l/l 'a/'a n/n $/$
9012	barman	b'ar.man		barmani	b'ar.mani	i	46095	46096	^/^ b/b 'a/'a r/r m/m a/a n/n $/$
9013	estonian	es.to.ni.'an		estonieni	es.to.ni.'eni	i	117809	117826	^/^ e/e s/s t/t o/o n/n i/i 'a/'e n/n $/$
9014	cizmă	c'iz.mă	ă	cizme	c'iz.me	e	66801	66795	^/^ c/c 'i/'i z/z m/m $/$
9015	tampon	tam.p'on		tampoane	tam.po'a.ne	e	287821	287818	^/^ t/t a/a m/m p/p 'o/o'a n/n $/$
9016	delegare	de.le.g'a.re	e	delegări	de.le.g'ări	i	93994	94042	^/^ d/d e/e l/l e/e g/g 'a/'ă r/r $/$
9017	dobândă	do.b'ân.dă	ă	dobânzi	do.b'ânzi	i	108681	108682	^/^ d/d o/o b/b 'â/'â n/n d/z $/$
9018	manual	ma.nu.'al		manuale	ma.nu.'a.le	e	172074	172078	^/^ m/m a/a n/n u/u 'a/'a l/l $/$
9019	absolut	ab.so.l'ut		absoluturi	ab.so.l'u.turi	uri	18578	18605	^/^ a/a b/b s/s o/o l/l 'u/'u t/t $/$
9020	anticomunist	an.ti.co.mu.n'ist		anticomuniști	an.ti.co.mu.n'iști	i	31921	31941	^/^ a/a n/n t/t i/i c/c o/o m/m u/u n/n 'i/'i s/ș t/t $/$
9021	generalisim	ge.ne.ra.l'i.sim		generalisimi	ge.ne.ra.l'i.simi	i	135421	135422	^/^ g/g e/e n/n e/e r/r a/a l/l 'i/'i s/s i/i m/m $/$
9022	șistificare	șis.ti.fi.c'a.re	e	șistificări	șis.ti.fi.c'ări	i	1316	1318	^/^ ș/ș i/i s/s t/t i/i f/f i/i c/c 'a/'ă r/r $/$
9023	ligă	l'i.gă	ă	ligi	l'igi	i	165985	165977	^/^ l/l 'i/'i g/g $/$
9024	prefață	pre.f'a.ță	ă	prefețe	pre.f'e.țe	e	228421	228480	^/^ p/p r/r e/e f/f 'a/'e ț/ț $/$
9025	obroc	o.br'oc		obroace	o.bro'a.ce	e	203650	203647	^/^ o/o b/b r/r 'o/o'a c/c $/$
9026	atletă	a.tl'e.tă	ă	atlete	a.tl'e.te	e	39660	39633	^/^ a/a t/t l/l 'e/'e t/t $/$
9027	antebraț	an.te.br'aț		antebrațe	an.te.br'a.țe	e	31439	31440	^/^ a/a n/n t/t e/e b/b r/r 'a/'a ț/ț $/$
9028	brevetare	bre.ve.t'a.re	e	brevetări	bre.ve.t'ări	i	51585	51625	^/^ b/b r/r e/e v/v e/e t/t 'a/'ă r/r $/$
9029	coproducție	co.pro.d'uc.ți.e	e	coproducții	co.pro.d'uc.ții	i	80525	80527	^/^ c/c o/o p/p r/r o/o d/d 'u/'u c/c ț/ț i/i $/$
9030	ser	s'er		seruri	s'e.ruri	uri	267283	267515	^/^ s/s 'e/'e r/r $/$
9031	unguligrad	un.gu.li.gr'ad		unguligrazi	un.gu.li.gr'azi	i	300909	300913	^/^ u/u n/n g/g u/u l/l i/i g/g r/r 'a/'a d/z $/$
9032	oval	o.v'al		ovale	o.v'a.le	e	209081	209085	^/^ o/o v/v 'a/'a l/l $/$
9033	oval	o.v'al		ovaluri	o.v'a.luri	uri	209081	209099	^/^ o/o v/v 'a/'a l/l $/$
9034	consolare	con.so.l'a.re	e	consolări	con.so.l'ări	i	76499	76488	^/^ c/c o/o n/n s/s o/o l/l 'a/'ă r/r $/$
9035	luddit	lu.dd'it		luddiți	lud.d'iți	i	168205	168216	^/^ l/l u/u d/d d/d 'i/'i t/ț $/$
9036	ghetuță	ghe.t'u.ță	ă	ghetuțe	ghe.t'u.țe	e	136303	136297	^/^ g/g h/h e/e t/t 'u/'u ț/ț $/$
9037	instrumentist	in.stru.men.t'ist		instrumentiști	in.stru.men.t'iști	i	153972	153975	^/^ i/i n/n s/s t/t r/r u/u m/m e/e n/n t/t 'i/'i s/ș t/t $/$
9038	destinatar	des.ti.na.t'ar		destinatari	des.ti.na.t'ari	i	99960	99961	^/^ d/d e/e s/s t/t i/i n/n a/a t/t 'a/'a r/r $/$
9039	hăndrălău	hăn.dră.l'ău	u	hăndrălăi	hănd.răl.'ăi	i	140802	140799	^/^ h/h ă/ă n/n d/d r/r ă/ă l/l 'ă/'ă $/$
9040	balică	ba.l'i.că	ă	balice	ba.l'i.ce	e	45491	45486	^/^ b/b a/a l/l 'i/'i c/c $/$
9041	irod	i.r'od		irozi	i.r'ozi	i	158677	158802	^/^ i/i r/r 'o/'o d/z $/$
9042	nădejde	nă.d'ej.de	e	nădejdi	nă.d'ejdi	i	185597	185600	^/^ n/n ă/ă d/d 'e/'e j/j d/d $/$
9043	revelare	re.ve.l'a.re	e	revelări	re.ve.l'ări	i	254337	254327	^/^ r/r e/e v/v e/e l/l 'a/'ă r/r $/$
9044	smaragd	sma.r'agd		smaragde	sma.r'ag.de	e	271827	271828	^/^ s/s m/m a/a r/r 'a/'a g/g d/d $/$
9045	consiliu	con.s'i.liu	iu	consilii	con.s'i.li.i	ii	76386	76382	^/^ c/c o/o n/n s/s 'i/'i l/l $/$
9046	restricție	re.str'ic.ți.e	e	restricții	res.tr'ic.ții	i	253042	253044	^/^ r/r e/e s/s t/t r/r 'i/'i c/c ț/ț i/i $/$
9047	colaboraționist	co.la.bo.ra.ți.o.n'ist		colaboraționiști	co.la.bo.ra.ți.o.n'iști	i	69903	69907	^/^ c/c o/o l/l a/a b/b o/o r/r a/a ț/ț i/i o/o n/n 'i/'i s/ș t/t $/$
9048	atârnat	a.târ.n'at		atârnați	a.târ.n'ați	i	40027	40050	^/^ a/a t/t â/â r/r n/n 'a/'a t/ț $/$
9049	liberal	li.be.r'al		liberali	li.be.r'ali	i	165479	165487	^/^ l/l i/i b/b e/e r/r 'a/'a l/l $/$
9050	anorexie	a.no.re.x'i.e	e	anorexii	a.no.re.x'ii	i	31303	31305	^/^ a/a n/n o/o r/r e/e x/x 'i/'i $/$
9051	cadet	ca.d'et		cadeți	ca.d'eți	i	56489	56493	^/^ c/c a/a d/d 'e/'e t/ț $/$
9052	dezastru	de.z'as.tru	u	dezastre	de.z'as.tre	e	102016	101997	^/^ d/d e/e z/z 'a/'a s/s t/t r/r $/$
9053	problematică	pro.ble.m'a.ti.că	ă	problematice	pro.ble.m'a.ti.ce	e	232853	232839	^/^ p/p r/r o/o b/b l/l e/e m/m 'a/'a t/t i/i c/c $/$
9054	risipă	ri.s'i.pă	ă	risipe	ri.s'i.pe	e	256599	256601	^/^ r/r i/i s/s 'i/'i p/p $/$
9055	desculță	des.c'ul.ță	ă	desculțe	des.c'ul.țe	e	98336	98319	^/^ d/d e/e s/s c/c 'u/'u l/l ț/ț $/$
9056	microcoulomb	mi.cro.cou.l'omb		microcoulombi	mi.cro.cou.l'ombi	i	176977	176978	^/^ m/m i/i c/c r/r o/o c/c o/o u/u l/l 'o/'o m/m b/b $/$
9057	ovariectomie	o.va.ri.ec.to.m'i.e	e	ovariectomii	o.va.ri.ec.to.m'ii	i	209115	209117	^/^ o/o v/v a/a r/r i/i e/e c/c t/t o/o m/m 'i/'i $/$
9058	vrednicie	vred.ni.c'i.e	e	vrednicii	vred.ni.c'ii	i	309086	309089	^/^ v/v r/r e/e d/d n/n i/i c/c 'i/'i $/$
9059	randament	ran.da.m'ent		randamente	ran.da.m'en.te	e	242618	242619	^/^ r/r a/a n/n d/d a/a m/m 'e/'e n/n t/t $/$
9060	tei	t'ei		teie	t'e.ie	e	288744	288745	^/^ t/t 'e/'e i/i $/$
9061	aulă	'a.u.lă	ă	aule	a.'u.le	e	40359	40354	^/^ 'a/a u/'u l/l $/$
9062	înstrăinare	în.stră.i.n'a.re	e	înstrăinări	în.stră.i.n'ări	i	327118	327159	^/^ î/î n/n s/s t/t r/r ă/ă i/i n/n 'a/'ă r/r $/$
9063	drac	dr'ac		draci	dr'aci	i	110245	110247	^/^ d/d r/r 'a/'a c/c $/$
9064	impostor	im.pos.t'or		impostori	im.pos.t'ori	i	147741	147742	^/^ i/i m/m p/p o/o s/s t/t 'o/'o r/r $/$
9065	spancă	sp'an.că	ă	spance	sp'an.ce	e	274103	274086	^/^ s/s p/p 'a/'a n/n c/c $/$
9066	clonc	cl'onc		cloncuri	cl'on.curi	uri	68258	68261	^/^ c/c l/l 'o/'o n/n c/c $/$
9067	scriere	scr'i.e.re	e	scrieri	scr'i.eri	i	263814	263816	^/^ s/s c/c r/r 'i/'i e/e r/r $/$
9068	căpială	că.pi.'a.lă	ă	căpieli	că.pi.'eli	i	55431	55432	^/^ c/c ă/ă p/p i/i 'a/'e l/l $/$
9069	ficat	fi.c'at		ficați	fi.c'ați	i	126329	126332	^/^ f/f i/i c/c 'a/'a t/ț $/$
9070	irimie	i.ri.m'i.e	e	irimii	i.ri.m'ii	i	158552	158554	^/^ i/i r/r i/i m/m 'i/'i $/$
9071	soft	s'oft		softuri	s'of.turi	uri	272771	272775	^/^ s/s 'o/'o f/f t/t $/$
9072	întregire	în.tre.g'i.re	e	întregiri	în.tre.g'iri	i	328387	328390	^/^ î/î n/n t/t r/r e/e g/g 'i/'i r/r $/$
9073	hormonoterapie	hor.mo.no.te.ra.p'i.e	e	hormonoterapii	hor.mo.no.te.ra.p'ii	i	143784	143786	^/^ h/h o/o r/r m/m o/o n/n o/o t/t e/e r/r a/a p/p 'i/'i $/$
9074	cocsacâz	coc.sa.c'âz		cocsacâzi	coc.sa.c'âzi	i	69210	69211	^/^ c/c o/o c/c s/s a/a c/c 'â/'â z/z $/$
9075	ieșind	ie.ș'ind		ieșinduri	ie.ș'in.duri	uri	145701	145706	^/^ i/i e/e ș/ș 'i/'i n/n d/d $/$
9076	contracandidată	con.tra.can.di.d'a.tă	ă	contracandidate	con.tra.can.di.d'a.te	e	78352	78344	^/^ c/c o/o n/n t/t r/r a/a c/c a/a n/n d/d i/i d/d 'a/'a t/t $/$
9077	masterand	mas.te.r'and		masteranzi	mas.te.r'anzi	i	173184	173187	^/^ m/m a/a s/s t/t e/e r/r 'a/'a n/n d/z $/$
9078	aritmogrif	a.rit.mo.gr'if		aritmogrife	a.rit.mo.gr'i.fe	e	36368	36369	^/^ a/a r/r i/i t/t m/m o/o g/g r/r 'i/'i f/f $/$
9079	stand	st'and		standuri	st'an.duri	uri	276838	276858	^/^ s/s t/t 'a/'a n/n d/d $/$
9080	roză	r'o.ză	ă	roze	r'o.ze	e	258073	258051	^/^ r/r 'o/'o z/z $/$
9081	vivisecție	vi.vi.s'ec.ți.e	e	vivisecții	vi.vi.s'ec.ții	i	307785	307787	^/^ v/v i/i v/v i/i s/s 'e/'e c/c ț/ț i/i $/$
9082	rusă	r'u.să	ă	ruse	r'u.se	e	258901	258920	^/^ r/r 'u/'u s/s $/$
9083	paiol	pa.i'ol		paioale	pa.io'a.le	e	211285	211282	^/^ p/p a/a i/i 'o/o'a l/l $/$
9084	oficial	o.fi.ci.'al		oficiali	o.fi.ci.'ali	i	204972	204981	^/^ o/o f/f i/i c/c i/i 'a/'a l/l $/$
9085	cimpoi	cim.p'oi		cimpoaie	cim.po'a.ie	e	64892	64889	^/^ c/c i/i m/m p/p 'o/o'a i/i $/$
9086	motor	mo.t'or		motoare	mo.to'a.re	e	182585	182491	^/^ m/m o/o t/t 'o/o'a r/r $/$
9087	șvab	șv'ab		șvabi	șv'abi	i	3232	3246	^/^ ș/ș v/v 'a/'a b/b $/$
9088	dischinezie	dis.chi.ne.z'i.e	e	dischinezii	dis.chi.ne.z'ii	i	105941	105943	^/^ d/d i/i s/s c/c h/h i/i n/n e/e z/z 'i/'i $/$
9089	părere	pă.r'e.re	e	păreri	pă.r'eri	i	210283	210286	^/^ p/p ă/ă r/r 'e/'e r/r $/$
9090	zingăt	z'in.găt		zingăte	z'in.gă.te	e	312859	312861	^/^ z/z 'i/'i n/n g/g ă/ă t/t $/$
9091	întrepunte	în.tre.p'un.te	e	întrepunți	în.tre.p'unți	i	328579	328581	^/^ î/î n/n t/t r/r e/e p/p 'u/'u n/n t/ț $/$
9092	puturoșie	pu.tu.ro.ș'i.e	e	puturoșii	pu.tu.ro.ș'ii	i	238360	238364	^/^ p/p u/u t/t u/u r/r o/o ș/ș 'i/'i $/$
9093	scindare	scin.d'a.re	e	scindări	scin.d'ări	i	263278	263280	^/^ s/s c/c i/i n/n d/d 'a/'ă r/r $/$
9094	inhibiție	in.hi.b'i.ți.e	e	inhibiții	in.hi.b'i.ții	i	152354	152356	^/^ i/i n/n h/h i/i b/b 'i/'i ț/ț i/i $/$
9095	turbopompă	tur.bo.p'om.pă	ă	turbopompe	tur.bo.p'om.pe	e	298124	298119	^/^ t/t u/u r/r b/b o/o p/p 'o/'o m/m p/p $/$
9096	aranjament	a.ran.ja.m'ent		aranjamente	a.ran.ja.m'en.te	e	35238	35239	^/^ a/a r/r a/a n/n j/j a/a m/m 'e/'e n/n t/t $/$
9097	plavcă	pl'av.că	ă	plavce	pl'av.ce	e	221328	221322	^/^ p/p l/l 'a/'a v/v c/c $/$
9098	informatică	in.for.m'a.ti.că	ă	informatici	in.for.m'a.tici	i	151874	151850	^/^ i/i n/n f/f o/o r/r m/m 'a/'a t/t i/i c/c $/$
9099	flagel	fla.g'el		flagele	fla.g'e.le	e	128069	128078	^/^ f/f l/l a/a g/g 'e/'e l/l $/$
9100	flagel	fla.g'el		flageli	fla.g'eli	i	128069	128081	^/^ f/f l/l a/a g/g 'e/'e l/l $/$
9101	flagel	fla.g'el		flageli	fla.g'eli	i	128069	128082	^/^ f/f l/l a/a g/g 'e/'e l/l $/$
9102	flagel	fla.g'el		flageluri	fla.g'e.luri	uri	128069	128087	^/^ f/f l/l a/a g/g 'e/'e l/l $/$
9103	spintecătură	spin.te.că.t'u.ră	ă	spintecături	spin.te.că.t'uri	i	275010	275005	^/^ s/s p/p i/i n/n t/t e/e c/c ă/ă t/t 'u/'u r/r $/$
9104	frate	fr'a.te	e	frați	fr'ați	i	131352	130810	^/^ f/f r/r 'a/'a t/ț $/$
9105	licantropie	li.can.tro.p'i.e	e	licantropii	li.can.tr'o.pii	i	165625	165627	^/^ l/l i/i c/c a/a n/n t/t r/r o/'o p/p 'i/i $/$
9106	voiculescu	voi.cu.l'es.cu	u	voiculesce	voi.cu.l'es.ce	e	308346	308344	^/^ v/v o/o i/i c/c u/u l/l 'e/'e s/s c/c $/$
9107	urmare	ur.m'a.re	e	urmări	ur.m'ări	i	302071	301985	^/^ u/u r/r m/m 'a/'ă r/r $/$
9108	șif	ș'if		șifuri	ș'i.furi	uri	1101	1174	^/^ ș/ș 'i/'i f/f $/$
9109	buruieniș	bu.ru.ie.n'iș		buruienișuri	bu.ru.ie.n'i.șuri	uri	53780	53784	^/^ b/b u/u r/r u/u i/i e/e n/n 'i/'i ș/ș $/$
9110	zdruncinat	zdrun.ci.n'at		zdruncinați	zdrun.ci.n'ați	i	311937	311967	^/^ z/z d/d r/r u/u n/n c/c i/i n/n 'a/'a t/ț $/$
9111	patinoar	pa.ti.no'ar		patinoare	pa.ti.no'a.re	e	214494	214495	^/^ p/p a/a t/t i/i n/n o'a/o'a r/r $/$
9112	patinoar	pa.ti.no'ar		patinoari	pa.ti.no'ari	i	214494	214498	^/^ p/p a/a t/t i/i n/n o'a/o'a r/r $/$
9113	aderare	a.de.r'a.re	e	aderări	a.de.r'ări	i	21781	21770	^/^ a/a d/d e/e r/r 'a/'ă r/r $/$
